protAlbicans,geneID,protAuris,start,end,ANNOT_GENE_NAME,function,length,Ident,Align,Mismatches,Gaps,qStart,qEnd,sStart,sEnd,EValue,Score,qCover,ANNOT_GENE_ENTREZ_ID
C4_06190C_A-T-p1,B9J08_000907,PIS58409.1,870778,873546,C4_06190C_A,ATP-dependent DNA helicase MPH1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A1A0],1187,62.952,664,225,4,31,687,115,764,0.0,855,87,
C4_06170C_A-T-p1,B9J08_000908,PIS58410.1,874266,874811,C4_06170C_A,Translation machinery-associated protein 20 [Source:UniProtKB/TrEMBL;Acc:Q5A199],184,76.374,182,38,2,1,177,1,182,1.59e-101,288,98,
C4_06160W_A-T-p1,B9J08_000909,PIS58411.1,874831,876300,C4_06160W_A,CAP-Gly domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMI5],502,36.273,499,285,16,6,483,9,495,4.30e-88,276,98,
C4_06210C_A-T-p1,B9J08_000910,PIS58412.1,876555,878078,C4_06210C_A,Found in mitochondrial proteome protein 38 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMJ1],526,68.441,526,145,6,1,505,1,526,0.0,698,99,
C4_04370C_A-T-p1,B9J08_000911,PIS58413.1,878248,878808,C4_04370C_A,Vac7p [Source:UniProtKB/TrEMBL;Acc:Q59PA6],779,25.676,74,52,1,53,126,187,257,0.34,29.3,40,
C4_06230C_A-T-p1,B9J08_000912,PIS58414.1,878904,880823,C4_06230C_A,Apyrase [Source:UniProtKB/TrEMBL;Acc:Q5A1A4],695,50.292,684,277,18,5,634,13,687,0.0,632,99,
C4_06240W_A-T-p1,B9J08_000913,PIS58415.1,881119,882453,C4_06240W_A,"Ortholog of C. dubliniensis CD36 : Cd36_45760, C. parapsilosis CDC317 : CPAR2_401920, C. auris B8441 : B9J08_000913 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_126814",438,38.646,458,247,13,1,444,1,438,1.10e-98,300,100,
C4_04480C_A-T-p1,B9J08_000914,PIS58416.1,882587,883136,C4_04480C_A,Translation elongation factor 1 subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1D8PM35],213,83.099,213,32,1,1,209,1,213,4.44e-110,312,100,
C4_04500C_A-T-p1,B9J08_000915,PIS58417.1,885657,886412,C4_04500C_A,Protein-lysine N-methyltransferase EFM5 [Source:UniProtKB/TrEMBL;Acc:Q5A653],250,63.968,247,84,4,3,247,5,248,8.34e-112,320,98,
C4_04510W_A-T-p1,B9J08_000916,PIS58418.1,886641,890321,C4_04510W_A,B-block_TFIIIC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PM51],1399,29.769,692,416,18,597,1224,713,1398,6.31e-86,304,85,
C4_04520W_A-T-p1,B9J08_000917,PIS58419.1,890456,891376,C4_04520W_A,Protein PXR1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A660],276,52.104,309,112,3,1,306,1,276,9.54e-86,256,100,
C4_04530C_A-T-p1,B9J08_000918,PIS58420.1,891469,893121,C4_04530C_A,pH-responsive protein 1 [Source:UniProtKB/Swiss-Prot;Acc:P43076],548,64.017,478,160,6,1,467,1,477,0.0,640,85,
C4_06260W_A-T-p1,B9J08_000919,PIS58421.1,896170,896270,C4_06260W_A,Predicted GPI-anchored protein 43 [Source:UniProtKB/Swiss-Prot;Acc:Q5A1A9],236,61.224,98,38,0,17,114,26,123,2.00e-40,137,42,
C4_06270C_A-T-p1,B9J08_000920,PIS58422.1,896279,897334,C4_06270C_A,3Beta_HSD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A1B0],350,72.674,344,93,1,4,346,5,348,0.0,540,98,
C4_06350C_A-T-p1,B9J08_000921,PIS58423.1,897508,900849,C4_06350C_A,FG-nucleoporin [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMK3],611,28.571,350,182,11,99,392,143,480,1.84e-24,107,26,
CR_00390W_A-T-p1,B9J08_000922,PIS58424.1,901956,906671,CR_00390W_A,Mms22p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRP3],1704,24.352,1273,837,37,281,1473,389,1615,3.30e-88,316,76,
CR_00400C_A-T-p1,B9J08_000923,PIS58425.1,906732,908408,CR_00400C_A,SWR1-complex protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q5AAJ7],635,53.416,644,204,10,1,557,1,635,0.0,621,99,
C4_06430C_A-T-p1,B9J08_000924,PIS58426.1,908564,910054,C4_06430C_A,"Ortholog(s) have role in cellular response to oxidative stress, protein quality control for misfolded or incompletely synthesized proteins and mitochondrial inner membrane localization",543,63.710,496,135,6,40,490,43,538,0.0,620,91,
CR_02910W_A-T-p1,B9J08_000925,PIS58427.1,910359,912695,CR_02910W_A,Autophagy-related protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q5A1Z5],761,39.761,752,326,25,25,735,30,695,2.46e-124,388,91,
C1_09830W_A-T-p1,B9J08_000926,PIS58428.1,913948,918093,C1_09830W_A,SKI complex subunit tetratricopeptide repeat protein [Source:UniProtKB/TrEMBL;Acc:Q5APB7],1400,46.548,1405,714,10,2,1380,3,1396,0.0,1307,99,
CR_02890C_A-T-p1,B9J08_000927,PIS58429.1,918742,920538,CR_02890C_A,DNA-directed RNA polymerase III subunit RPC3 [Source:UniProtKB/Swiss-Prot;Acc:Q5A246],595,47.236,597,300,7,8,598,7,594,0.0,546,99,
CR_02920C_A-T-p1,B9J08_000928,PIS58430.1,920825,921685,CR_02920C_A,Aqy1p [Source:UniProtKB/TrEMBL;Acc:Q5A1Z4],273,77.985,268,55,3,20,286,9,273,1.52e-140,395,93,
CR_02930W_A-T-p1,B9J08_000929,PIS58431.1,923917,930240,CR_02930W_A,"Protein of unknown function, induced by nitric oxide independent of Yhb1p",1918,46.512,43,23,0,617,659,633,675,6.28e-07,52.8,7,
CR_02940C_A-T-p1,B9J08_000930,PIS58432.1,930297,931304,CR_02940C_A,"Putative ornithine transport protein, localized to the mitochondrial membrane",359,56.901,355,133,6,1,335,5,359,8.35e-133,380,100,
CR_08250C_A-T-p1,B9J08_000931,PIS58433.1,932172,934181,CR_08250C_A,Chaperone ATPase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTP9],899,32.955,88,51,3,172,258,734,814,2.5,29.3,13,
C6_03660C_A-T-p1,B9J08_000932,PIS58434.1,934859,936088,C6_03660C_A,Aminophospholipid translocase regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQ78],396,62.836,409,139,3,1,409,1,396,0.0,525,100,
C6_03650C_A-T-p1,B9J08_000933,PIS58435.1,936483,937886,C6_03650C_A,CCR4-NOT core DEDD family RNase subunit [Source:UniProtKB/TrEMBL;Acc:Q5A8L5],492,56.576,403,132,8,53,449,76,441,5.52e-139,406,85,
C6_03640W_A-T-p1,B9J08_000934,PIS58436.1,937983,938813,C6_03640W_A,Nucleolar GTP-binding protein 2 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQ82],533,83.022,536,76,4,1,533,1,524,0.0,921,97,
C6_03330C_A-T-p1,B9J08_000935,PIS58437.1,941773,944601,C6_03330C_A,PX domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQ52],921,38.883,931,486,23,10,912,18,893,0.0,611,96,
C6_02830W_A-T-p1,B9J08_000936,PIS58438.1,945680,947923,C6_02830W_A,Mnn4-4p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQ19],872,40.986,771,364,16,51,742,113,871,0.0,576,93,
C6_03800C_A-T-p1,B9J08_000937,PIS58439.1,948298,950058,C6_03800C_A,"Putative membrane protein with a predicted role in zinc ion homeostasis, Hap43-induced, fluconazole-induced, rat catheter and Spider biofilm induced",616,46.446,605,279,11,21,582,8,610,0.0,532,96,
C6_03790C_A-T-p1,B9J08_000938,PIS58440.1,952961,954661,C6_03790C_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A8J5],546,67.201,561,154,3,2,554,7,545,0.0,775,98,
C4_05700W_A-T-p1,B9J08_000939,PIS58441.1,957104,960190,C4_05700W_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PME2],971,45.483,952,407,21,23,906,25,932,0.0,763,90,
C1_07090C_A-T-p1,B9J08_000940,PIS58442.1,961431,962351,C1_07090C_A,Exonuclease domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AAW5],744,25.275,91,60,2,100,182,385,475,0.50,30.0,27,
C1_02160W_A-T-p1,B9J08_000941,PIS58443.1,962794,963318,C1_02160W_A,Trafficking protein particle complex subunit [Source:UniProtKB/TrEMBL;Acc:Q59VY5],168,52.841,176,67,2,1,172,1,164,4.60e-58,177,99,
C1_02190W_A-T-p1,B9J08_000942,PIS58444.1,964224,965177,C1_02190W_A,Methyltransferase-like protein [Source:UniProtKB/TrEMBL;Acc:Q59VY2],312,82.201,309,55,0,6,314,3,311,0.0,530,97,
C1_02210W_A-T-p1,B9J08_000943,PIS58445.1,967162,968538,C1_02210W_A,"Ortholog of C. dubliniensis CD36 : Cd36_02060, C. parapsilosis CDC317 : CPAR2_106200, Candida tenuis NRRL Y-1498 : CANTEDRAFT_96322 and Debaryomyces hansenii CBS767 : DEHA2C02310g",570,35.088,57,36,1,63,118,27,83,1.32e-04,42.4,12,
C1_02220C_A-T-p1,B9J08_000944,PIS58446.1,968701,969432,C1_02220C_A,"Putative protein of unknown function, stationary phase enriched protein",336,62.055,253,84,6,2,243,85,336,9.73e-100,292,99,
C1_02230W_A-T-p1,B9J08_000945,PIS58447.1,970169,971893,C1_02230W_A,Septation protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q59VX8],670,56.353,669,191,12,1,572,4,668,0.0,679,99,
C1_02240W_A-T-p1,B9J08_000946,PIS58448.1,972542,975145,C1_02240W_A,Importin N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59VX7],875,57.010,863,368,2,1,860,1,863,0.0,1024,99,
C1_02250W_A-T-p1,B9J08_000947,PIS58449.1,975426,976118,C1_02250W_A,Dolichyldiphosphatase [Source:UniProtKB/TrEMBL;Acc:Q59VX6],241,64.286,210,73,1,8,215,6,215,2.11e-104,300,90,
C1_02260C_A-T-p1,B9J08_000948,PIS58450.1,976292,977515,C1_02260C_A,Arf-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCP6],379,59.621,369,119,5,1,343,1,365,5.50e-143,410,84,
C1_02270C_A-T-p1,B9J08_000949,PIS58451.1,978148,979014,C1_02270C_A,"Putative oxidoreductase, Spider biofilm induced",292,68.683,281,85,2,3,282,5,283,3.50e-137,387,97,
C1_02280C_A-T-p1,B9J08_000950,PIS58452.1,979165,981588,C1_02280C_A,SMK-1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCN8],980,48.077,520,215,11,2,491,26,520,4.95e-146,452,84,
C1_02290C_A-T-p1,B9J08_000951,PIS58453.1,982235,983284,C1_02290C_A,ATP synthase complex assembly protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCP8],403,51.462,342,163,3,9,349,62,401,6.68e-124,360,98,
C1_02300W_A-T-p1,B9J08_000952,PIS58454.1,983465,983827,C1_02300W_A,Prefolding complex chaperone subunit [Source:UniProtKB/TrEMBL;Acc:Q59VX1],121,50.833,120,57,1,3,120,1,120,8.30e-37,119,98,
C1_02310C_A-T-p1,B9J08_000953,PIS58455.1,984091,984414,C1_02310C_A,EKC/KEOPS complex subunit GON7 [Source:UniProtKB/Swiss-Prot;Acc:Q59W04],121,50.000,110,41,2,4,99,3,112,4.05e-31,104,90,
C1_02320C_A-T-p1,B9J08_000954,PIS58456.1,984524,986137,C1_02320C_A,6PF2K domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCP7],543,60.000,540,187,7,6,536,23,542,0.0,652,99,
C1_02330C_A-T-p1,B9J08_000955,PIS58457.1,987417,987781,C1_02330C_A,Ribosomal 60S subunit protein L26B [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCQ5],127,73.228,127,34,0,1,127,1,127,7.78e-66,193,100,
C1_02350W_A-T-p1,B9J08_000957,PIS58458.1,989331,990095,C1_02350W_A,Mitochondrial import inner membrane translocase subunit TIM21 [Source:UniProtKB/Swiss-Prot;Acc:Q59VW7],268,58.738,206,76,4,52,254,69,268,1.86e-75,228,80,
C1_02360C_A-T-p1,B9J08_000958,PIS58459.1,990812,992536,C1_02360C_A,"1,3-beta-glucanosyltransferase PGA5 [Source:UniProtKB/Swiss-Prot;Acc:Q59VW6]",641,42.950,461,217,7,28,466,50,486,5.17e-131,395,76,
C1_02370C_A-T-p1,B9J08_000959,PIS58460.1,992805,995660,C1_02370C_A,"Ortholog of C. dubliniensis CD36 : Cd36_02210, C. parapsilosis CDC317 : CPAR2_106350, C. auris B8441 : B9J08_000959 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_116785",1209,29.814,644,270,23,432,951,621,1206,1.88e-50,191,86,
C1_02380C_A-T-p1,B9J08_000960,PIS58461.1,996799,997353,C1_02380C_A,Arf family GTPase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCQ6],200,46.500,200,89,2,1,182,1,200,2.42e-62,189,99,
C1_02390W_A-T-p1,B9J08_000961,PIS58462.1,997578,999596,C1_02390W_A,DRMBL domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCQ2],830,43.493,584,223,14,161,644,217,793,1.96e-149,452,72,
C1_02410C_A-T-p1,B9J08_000962,PIS58463.1,999697,1000689,C1_02410C_A,"Has domain(s) with predicted role in retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum and integral component of membrane localization",357,56.083,337,130,3,12,330,11,347,2.99e-119,346,97,
C1_02400C_A-T-p1,B9J08_000963,PIS58464.1,1001451,1002749,C1_02400C_A,"Alpha-1,6-mannosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCR3]",444,46.682,437,213,8,6,429,10,439,3.03e-138,401,98,
C1_02420C_A-T-p1,B9J08_000964,PIS58465.1,1002873,1008539,C1_02420C_A,"1,3-beta-D-glucan-UDP glucosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCT0]",1897,83.841,1906,279,12,1,1888,1,1895,0.0,3261,100,
C1_02430C_A-T-p1,B9J08_000965,PIS58466.1,1011519,1013329,C1_02430C_A,Eukaryotic translation initiation factor 2A [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCQ3],643,63.003,646,199,8,1,609,1,643,0.0,835,99,
C1_11730W_A-T-p1,B9J08_000966,PIS58467.1,1014276,1017686,C1_11730W_A,TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PF82],1121,53.317,407,184,4,669,1075,719,1119,4.71e-140,450,37,
C1_11690W_A-T-p1,B9J08_000967,PIS58468.1,1020415,1021731,C1_11690W_A,GATA-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59TU4],472,31.084,489,195,16,7,432,62,471,9.76e-44,157,97,
C1_11680C_A-T-p1,B9J08_000968,PIS58469.1,1023631,1023888,C1_11680C_A,"(orf19.1150.1) Ortholog of C. dubliniensis CD36 : Cd36_10990, C. parapsilosis CDC317 : CPAR2_804585, C. auris B8441 : B9J08_000968 and Candida tenuis NRRL Y-1498 : cten_CGOB_00256",73,43.056,72,41,0,1,72,1,72,6.48e-16,63.9,85,
C1_00390W_A-T-p1,B9J08_000969,PIS58470.1,1025248,1028454,C1_00390W_A,Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABA1],1067,62.500,1080,363,16,14,1072,2,1060,0.0,1292,98,
C3_07770C_A-T-p1,B9J08_000970,PIS58471.1,1028602,1030353,C3_07770C_A,CAP-Gly domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PKW0],301,60.920,87,33,1,1,87,1,86,4.78e-31,120,57,
C3_07780C_A-T-p1,B9J08_000971,PIS58472.1,1030581,1034105,C3_07780C_A,NUP214 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PKV6],850,31.787,582,331,22,4,560,3,543,3.35e-56,208,58,
C3_07790W_A-T-p1,B9J08_000972,PIS58473.1,1035709,1036740,C3_07790W_A,Std1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PKV5],335,61.605,349,112,8,1,341,1,335,5.78e-137,390,99,
C3_07800C_A-T-p1,B9J08_000973,PIS58474.1,1036846,1037514,C3_07800C_A,Fcf2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PL04],207,49.083,218,97,3,5,222,4,207,3.53e-67,204,98,
C1_02720W_A-T-p1,B9J08_000974,PIS58475.1,1037639,1038637,C1_02720W_A,C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AI92],397,38.630,365,159,7,21,325,36,395,2.38e-82,253,92,
C1_02710W_A-T-p1,B9J08_000975,PIS58476.1,1038971,1040461,C1_02710W_A,Phenylalanine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCT4],496,78.629,496,104,2,1,494,1,496,0.0,814,99,
CR_07400C_A-T-p1,B9J08_000976,PIS58477.1,1043004,1044467,CR_07400C_A,Dihydrolipoyl dehydrogenase [Source:UniProtKB/TrEMBL;Acc:Q59RQ6],491,76.220,492,109,3,1,486,1,490,0.0,706,99,
C7_03600W_A-T-p1,B9J08_000977,PIS58478.1,1045105,1047273,C7_03600W_A,"Alpha-1,2-mannosyltransferase MNN26 [Source:UniProtKB/Swiss-Prot;Acc:Q59R28]",756,35.734,736,413,16,15,715,11,721,1.08e-143,436,97,
CR_02790C_A-T-p1,B9J08_000978,PIS58479.1,1047641,1048642,CR_02790C_A,Dolichyl-phosphate beta-glucosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSA5],323,65.517,319,102,3,5,320,3,316,7.39e-156,437,95,
CR_02090C_A-T-p1,B9J08_000979,PIS58480.1,1048805,1050388,CR_02090C_A,mRNA-capping enzyme subunit beta [Source:UniProtKB/Swiss-Prot;Acc:O93803],520,42.254,568,237,14,1,525,1,520,3.88e-131,389,99,
CR_02360W_A-T-p1,B9J08_000980,PIS58481.1,1050625,1051863,CR_02360W_A,Isocitrate dehydrogenase [NADP] [Source:UniProtKB/TrEMBL;Acc:A0A1D8PS79],412,84.521,407,63,0,3,409,6,412,0.0,720,99,
CR_02330C_A-T-p1,B9J08_000981,PIS58482.1,1052936,1054090,CR_02330C_A,Kar4p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PS73],369,51.538,390,156,6,1,383,1,364,9.38e-135,388,99,
CR_02350C_A-T-p1,B9J08_000982,PIS58483.1,1054347,1057352,CR_02350C_A,Gef2p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PS75],859,51.096,912,370,12,110,1000,3,859,0.0,890,89,
C4_04970C_A-T-p1,B9J08_000983,PIS58484.1,1058643,1058843,C4_04970C_A,MICOS complex subunit MIC10 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PM81],87,74.359,78,18,1,5,82,12,87,6.83e-39,122,95,
C5_02340C_A-T-p1,B9J08_000984,PIS58485.1,1061303,1064698,C5_02340C_A,Serine/threonine-protein kinase CST20 [Source:UniProtKB/Swiss-Prot;Acc:P0CY24],1228,80.878,319,60,1,811,1129,911,1228,1.08e-176,550,76,
CR_08980C_A-T-p1,B9J08_000985,PIS58486.1,1064807,1066570,CR_08980C_A,"Ortholog(s) have protein phosphatase 1 binding activity, role in cortical actin cytoskeleton organization, positive regulation of clathrin-dependent endocytosis, protein secretion and actin cortical patch, nucleus localization",520,47.124,539,180,17,67,587,69,520,2.16e-111,341,89,
C1_02280C_A-T-p1,B9J08_000986,PIS58487.1,1067778,1068272,C1_02280C_A,SMK-1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCN8],980,24.658,73,49,2,24,91,856,927,0.12,30.4,41,
CR_08990C_A-T-p1,B9J08_000987,PIS58488.1,1068404,1069429,CR_08990C_A,PHB domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTU3],350,60.778,334,123,4,14,341,18,349,2.18e-151,427,96,
C1_00670C_A-T-p1,B9J08_000988,PIS58489.1,1070198,1071716,C1_00670C_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5ABD2],583,32.810,573,324,14,9,542,30,580,6.57e-97,304,98,
C1_05990C_A-T-p1,B9J08_000989,PIS58490.1,1072036,1073139,C1_05990C_A,"Has domain(s) with predicted 2-dehydropantoate 2-reductase activity, NADP binding, oxidoreductase activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor activity",356,39.210,329,191,6,34,353,6,334,3.91e-78,242,87,
C2_05360C_A-T-p1,B9J08_000990,PIS58491.1,1073906,1075300,C2_05360C_A,Bio32p [Source:UniProtKB/TrEMBL;Acc:Q59ZF3],486,36.933,463,258,8,17,454,24,477,2.11e-93,289,94,
C4_02640C_A-T-p1,B9J08_000992,PIS58492.1,1076727,1077860,C4_02640C_A,tRNA-splicing endonuclease subunit Sen2 [Source:UniProtKB/TrEMBL;Acc:Q5AF73],389,36.658,401,218,13,1,377,1,389,9.30e-78,243,100,
C4_02630C_A-T-p1,B9J08_000993,PIS58493.1,1078591,1078968,C4_02630C_A,CBFD_NFYB_HMF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLM5],146,75.758,99,24,0,26,124,45,143,2.16e-52,160,79,
C4_02620C_A-T-p1,B9J08_000994,PIS58494.1,1079374,1081626,C4_02620C_A,Putative phosphotransferase [Source:UniProtKB/TrEMBL;Acc:Q5AF71],742,65.000,760,231,10,1,750,1,735,0.0,987,100,
C4_02610C_A-T-p1,B9J08_000995,PIS58495.1,1082534,1084978,C4_02610C_A,STAS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLL2],826,68.370,822,235,12,8,813,13,825,0.0,1097,99,
C1_01350C_A-T-p1,B9J08_000996,PIS58496.1,1085373,1086563,C1_01350C_A,ATP-dependent RNA helicase eIF4A [Source:UniProtKB/Swiss-Prot;Acc:P87206],397,90.380,395,38,0,2,396,3,397,0.0,709,99,
C1_01360C_A-T-p1,B9J08_000997,PIS58497.1,1087590,1089254,C1_01360C_A,Glycogenin glucosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCG4],660,27.581,649,329,29,1,553,57,660,4.39e-35,137,99,
C1_01370C_A-T-p1,B9J08_000998,PIS58498.1,1090893,1091132,C1_01370C_A,40S ribosomal protein S21 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCG7],87,87.356,87,11,0,1,87,1,87,8.25e-55,162,100,
C1_01380C_A-T-p1,B9J08_000999,PIS58499.1,1091668,1093314,C1_01380C_A,TRAM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCG3],551,60.507,552,200,9,6,548,6,548,0.0,667,99,
C1_01400C_A-T-p1,B9J08_001000,PIS58500.1,1093482,1095020,C1_01400C_A,acidPPc domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A905],491,50.203,492,229,8,17,502,1,482,1.14e-160,463,95,
C1_01420C_A-T-p1,B9J08_001001,PIS58501.1,1095859,1096830,C1_01420C_A,Rho family GTPase [Source:UniProtKB/TrEMBL;Acc:Q5A904],346,61.386,303,97,4,33,323,52,346,1.01e-135,387,90,
C3_01550C_A-T-p1,B9J08_001002,PIS58502.1,1100524,1101849,C3_01550C_A,Tos1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJA8],467,52.479,484,159,11,3,439,6,465,2.19e-160,459,99,
C3_01570W_A-T-p1,B9J08_001003,PIS58503.1,1102305,1103945,C3_01570W_A,FGGY_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AJA6],569,29.770,608,313,25,2,545,9,566,2.14e-71,236,99,
C3_01580W_A-T-p1,B9J08_001004,PIS58504.1,1104607,1106154,C3_01580W_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJ96],449,47.761,67,35,0,25,91,100,166,1.02e-15,77.4,13,
CR_01970C_A-T-p1,B9J08_001005,PIS58505.1,1106689,1107348,CR_01970C_A,H(+)-transporting V1 sector ATPase subunit E [Source:UniProtKB/TrEMBL;Acc:A0A1D8PS38],226,73.894,226,59,0,1,226,1,226,4.07e-107,306,100,
CR_01960C_A-T-p1,B9J08_001006,PIS58506.1,1108148,1109503,CR_01960C_A,Mitochondrial inner membrane magnesium transporter MRS2 [Source:UniProtKB/Swiss-Prot;Acc:Q5A970],468,58.879,428,149,5,42,451,50,468,7.21e-175,496,91,
CR_01950W_A-T-p1,B9J08_001007,PIS58507.1,1109592,1110488,CR_01950W_A,DNA-directed RNA polymerase I subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PS34],299,47.535,284,135,5,1,283,1,271,1.69e-89,266,95,
CR_02390W_A-T-p1,B9J08_001008,PIS58508.1,1110653,1113136,CR_02390W_A,Protein phosphatase regulator [Source:UniProtKB/TrEMBL;Acc:A0A1D8PS72],889,37.374,396,221,6,3,392,42,416,3.34e-80,275,47,
C2_09840W_A-T-p1,B9J08_001009,PIS58509.1,1113979,1114881,C2_09840W_A,MIND complex subunit [Source:UniProtKB/TrEMBL;Acc:Q59YF9],314,33.333,279,150,6,7,281,13,259,3.45e-41,143,92,
C2_09830C_A-T-p1,B9J08_001010,PIS58510.1,1115294,1115536,C2_09830C_A,"(orf19.1367.1) Ortholog of C. parapsilosis CDC317 : CPAR2_407330, C. auris B8441 : B9J08_001010, Candida tenuis NRRL Y-1498 : CANTEDRAFT_114646 and Debaryomyces hansenii CBS767 : DEHA2B05654g",80,57.692,78,33,0,1,78,1,78,6.99e-32,104,98,
C3_05090C_A-T-p1,B9J08_001011,PIS58511.1,1115911,1117296,C3_05090C_A,"Protein of unknown function, Hap43-repressed gene",576,28.814,59,42,0,351,409,154,212,0.66,30.4,13,
C2_09880C_A-T-p1,B9J08_001012,PIS58512.1,1119185,1120216,C2_09880C_A,SWIRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PII2],392,47.231,307,141,8,49,343,95,392,3.59e-77,240,86,
C2_09890W_A-T-p1,B9J08_001013,PIS58513.1,1123116,1124219,C2_09890W_A,Smm1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PIL3],433,43.631,369,182,6,1,352,13,372,1.02e-101,305,96,
C2_09900C_A-T-p1,B9J08_001014,PIS58514.1,1124494,1125153,C2_09900C_A,Mitochondrial import inner membrane translocase subunit TIM23 [Source:UniProtKB/TrEMBL;Acc:Q59YG5],218,53.425,219,100,1,1,219,1,217,1.21e-75,225,100,
C7_00290C_A-T-p1,B9J08_001015,PIS58515.1,1126151,1127776,C7_00290C_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQI9],552,50.096,523,244,5,9,523,27,540,1.42e-177,510,95,
C7_00290C_A-T-p1,B9J08_001016,PIS58516.1,1129674,1131416,C7_00290C_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQI9],552,49.808,520,242,6,6,517,27,535,1.83e-171,496,88,
C7_00290C_A-T-p1,B9J08_001017,PIS58517.1,1132377,1134035,C7_00290C_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQI9],552,49.348,537,253,6,2,530,20,545,1.07e-173,500,96,
CR_00640W_A-T-p1,B9J08_001018,PIS58518.1,1137136,1143898,CR_00640W_A,Biotin carboxylase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRR7],2271,78.830,2206,454,7,70,2268,68,2267,0.0,3632,97,
